# fsae control log — tag=stanley
# t0_epoch_s=1786481627.9241  (t column is seconds since this instant)
# frame=global ENU (x east, y north, yaw right-handed, 0=+x); e_y/e_psi are front-axle Frenet errors vs the path, +ve = left/CCW
# score: fsae_control.scoring, verbatim copy of fsae_MPCTest/sim/scoring.py — lower is better
# score_is_partial=0  (1 = time_bonus/offtrack unavailable live; weighted-metric component is still directly comparable to an offline score)
# lap_time_s=53.0998
# optimal_time_s=45.4600  (ds/v_target integral over the precomputed speed profile, scaled by progress -- see LapProgressTracker)
# composite_score=0.302614
# n_steps=1206
# rmse=0.138014
# peak_lateral_error_m=0.410403
# speed_rmse_mps=2.504506
# yaw_rms_radps=0.437304
# max_yaw_rate_radps=1.535486
# control_smooth_rms=0.034204
# jerk_rms=0.057833
# steer_rms=0.118301
# accel_rms_mps2=0.000000
# max_steering_rad=0.436332
# max_accel_mps2=0.000000
# steering_sat_ratio=0.003317
# steering_reversal_rms=0.002916
# steering_reversal_rate=0.003317
# steering_reversals=4
# inaccurate_count=0
t,car_x,car_y,car_yaw,v_actual,v_desired,steer_deg,e_y,e_psi_deg,yaw_rate,delta_cmd,a_cmd,solver_failed,inaccurate,pose_age_s,path_age_s,n_delay,solve_ms,cmd_latency_ms,kappa,kappa_max_abs,corner_demand,demand_frac,alat_ceiling,uturn_severity,last_peak_kappa,dist_since_peak,m_Q_ey_approach,m_Q_ey_straight,m_Q_ey_uturn,m_Q_ey_soften,m_Q_epsi_approach,m_Q_epsi_exit,m_Q_epsi_straight,m_Q_epsi_uturn,m_Q_r_relax,m_Q_r_straight,m_Q_r_uturn,m_R_speed,m_R_straight,m_Rrate_corner,m_Rrate_antihunt,Q_ey_eff,Q_epsi_eff,Q_r_eff,R_steer_eff,Rrate_steer_eff,R_a_accel_eff,R_a_brake_eff
35.1995,-15.4324,62.8384,0.04448,10.168,11.843,-0.375,-0.0437,1.399,0.3488,-0.006547,0.0000,0,0,,0.0404,,,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.2495,-15.0873,62.8597,0.05631,10.367,12.116,-0.048,-0.0533,1.106,0.2484,-0.000837,0.0000,0,0,,0.0407,,,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.3004,-14.7358,62.8800,0.06584,10.557,12.383,-0.564,-0.0610,0.748,0.2817,-0.009838,0.0000,0,0,,0.0415,,,0.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.3496,-14.0144,62.9262,0.07841,10.930,12.639,-0.300,-0.0625,0.094,0.1213,-0.005244,0.0000,0,0,,0.0371,,,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.3994,-13.6451,62.9541,0.08248,11.106,12.845,-0.726,-0.0585,-0.311,0.1208,-0.012674,0.0000,0,0,,0.0412,,,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.4495,-12.8887,63.0126,0.08654,11.466,13.108,-1.237,-0.0538,-1.301,0.0319,-0.021583,0.0000,0,0,,0.0408,,,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.4994,-12.5017,63.0444,0.08720,11.647,13.108,-1.166,-0.0428,-1.245,0.0202,-0.020356,0.0000,0,0,,0.0404,,,0.450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.5498,-12.1149,63.0754,0.08699,11.820,13.169,-1.227,-0.0359,-1.424,-0.0064,-0.021415,0.0000,0,0,,0.0418,,,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.5993,-11.3193,63.1347,0.08350,12.152,13.153,-1.696,-0.0308,-2.209,-0.0661,-0.029596,0.0000,0,0,,0.0396,,,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.6493,-10.9230,63.1630,0.08111,12.309,13.079,-1.596,-0.0305,-2.129,-0.0701,-0.027853,0.0000,0,0,,0.0383,,,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.6995,-10.0905,63.2173,0.07416,12.578,12.805,-2.024,-0.0267,-2.836,-0.1220,-0.035332,0.0000,0,0,,0.0391,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.7496,-9.6820,63.2408,0.06942,12.676,12.653,-2.027,-0.0191,-2.896,-0.1378,-0.035379,0.0000,0,0,,0.0392,,,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.7993,-9.2573,63.2635,0.06377,12.764,12.653,-2.142,-0.0101,-2.929,-0.1300,-0.037385,0.0000,0,0,,0.0396,,,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.8501,-8.8312,63.2828,0.05704,12.804,12.505,-2.036,-0.0035,-3.142,-0.1906,-0.035528,0.0000,0,0,,0.0406,,,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.8992,-7.9813,63.3117,0.04072,12.741,12.219,-2.746,0.0040,-3.852,-0.1961,-0.047921,0.0000,0,0,,0.0374,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.9496,-7.5599,63.3206,0.03134,12.655,12.089,-2.229,0.0127,-3.796,-0.2828,-0.038907,0.0000,0,0,,0.0402,,,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.9994,-6.7316,63.3276,0.01114,12.399,11.884,-3.034,0.0208,-4.238,-0.2257,-0.052957,0.0000,0,0,,0.0370,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0494,-6.3245,63.3242,0.00149,12.222,11.822,-2.800,0.0378,-4.348,-0.2986,-0.048873,0.0000,0,0,,0.0396,,,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0996,-5.9357,63.3174,-0.00789,12.044,11.793,-3.200,0.0506,-4.529,-0.2707,-0.055848,0.0000,0,0,,0.0360,,,0.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.1497,-5.5409,63.3052,-0.01839,11.859,11.793,-3.452,0.0601,-4.493,-0.2284,-0.060251,0.0000,0,0,,0.0323,,,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.2002,-4.7719,63.2686,-0.04125,11.452,11.835,-3.507,0.0657,-4.916,-0.2987,-0.061215,0.0000,0,0,,0.0389,,,0.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.2497,-4.3979,63.2437,-0.05344,11.253,11.908,-3.395,0.0706,-4.645,-0.2757,-0.059260,0.0000,0,0,,0.0401,,,0.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.3001,-4.0298,63.2136,-0.06627,11.086,12.013,-2.657,0.0700,-4.547,-0.3878,-0.046372,0.0000,0,0,,0.0378,,,0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.3494,-3.3098,63.1385,-0.09358,10.856,12.148,-2.165,0.0624,-3.639,-0.3100,-0.037781,0.0000,0,0,,0.0343,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.3996,-2.9530,63.0934,-0.10800,10.796,12.306,-2.247,0.0742,-4.376,-0.4346,-0.039218,0.0000,0,0,,0.0372,,,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.4494,-2.2390,62.9916,-0.13610,10.880,12.670,-2.047,0.0794,-3.487,-0.3180,-0.035733,0.0000,0,0,,0.0343,,,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.4997,-1.8780,62.9343,-0.14948,10.965,12.670,-1.882,0.0806,-3.796,-0.4014,-0.032851,0.0000,0,0,,0.0378,,,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.5496,-1.5140,62.8717,-0.16252,11.080,12.869,-1.721,0.0806,-3.573,-0.3900,-0.030031,0.0000,0,0,,0.0387,,,0.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.5998,-0.7749,62.7328,-0.18539,11.364,13.290,-1.207,0.0799,-2.789,-0.3409,-0.021058,0.0000,0,0,,0.0370,,,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.6495,-0.4090,62.6582,-0.19549,11.535,13.510,-1.785,0.0784,-3.154,-0.3013,-0.031163,0.0000,0,0,,0.0361,,,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.6992,-0.0271,62.5769,-0.20526,11.715,13.510,-2.300,0.0797,-3.102,-0.2026,-0.040148,0.0000,0,0,,0.0358,,,0.360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.7497,0.3602,62.4921,-0.21412,11.899,13.734,-2.059,0.0839,-3.118,-0.2499,-0.035942,0.0000,0,0,,0.0355,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.7995,1.1511,62.3073,-0.23041,12.281,14.107,-2.851,0.1182,-3.334,-0.1733,-0.049765,0.0000,0,0,,0.0311,,,0.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.8495,1.5541,62.2055,-0.23891,12.472,14.230,-2.810,0.1405,-3.650,-0.2509,-0.049038,0.0000,0,0,,0.0366,,,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.8998,1.9621,62.0988,-0.24769,12.657,14.310,-2.945,0.1543,-3.759,-0.2550,-0.051406,0.0000,0,0,,0.0373,,,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.9508,2.7899,61.8657,-0.26768,12.987,14.335,-2.111,0.1642,-3.128,-0.2949,-0.036845,0.0000,0,0,,0.0347,,,1.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.9993,3.2096,61.7405,-0.27869,13.146,14.280,-2.049,0.1633,-3.127,-0.3035,-0.035766,0.0000,0,0,,0.0344,,,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0494,3.6328,61.6089,-0.29026,13.303,14.182,-2.185,0.1616,-2.958,-0.2479,-0.038130,0.0000,0,0,,0.0373,,,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0998,4.4832,61.3336,-0.31298,13.594,14.039,-0.685,0.1562,-1.897,-0.3186,-0.011956,0.0000,0,0,,0.0311,,,0.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.1494,4.9158,61.1862,-0.32419,13.715,13.873,-0.655,0.1317,-1.619,-0.2576,-0.011438,0.0000,0,0,,0.0337,,,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.1995,5.3493,61.0328,-0.33528,13.801,13.704,0.130,0.1090,-1.312,-0.3253,0.002275,0.0000,0,0,,0.0328,,,0.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.2495,6.2163,60.7210,-0.35402,13.883,13.361,0.263,0.0867,-0.521,-0.1951,0.004589,0.0000,0,0,,0.0255,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.2994,6.6491,60.5597,-0.36185,13.860,13.186,0.476,0.0669,-0.473,-0.2106,0.008302,0.0000,0,0,,0.0359,,,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.3497,7.0796,60.3984,-0.36818,13.796,13.009,0.340,0.0534,-0.437,-0.1717,0.005942,0.0000,0,0,,0.0348,,,0.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.3994,7.9264,60.0753,-0.37648,13.516,12.646,-0.095,0.0464,-0.480,-0.0991,-0.001667,0.0000,0,0,,0.0345,,,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4493,8.3405,59.9152,-0.37868,13.323,12.461,-0.597,0.0425,-0.786,-0.0627,-0.010416,0.0000,0,0,,0.0360,,,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4995,8.7474,59.7565,-0.38010,13.108,12.273,-1.129,0.0425,-1.136,-0.0312,-0.019713,0.0000,0,0,,0.0359,,,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5498,9.1464,59.5986,-0.38125,12.878,12.082,-1.451,0.0437,-1.471,-0.0349,-0.025322,0.0000,0,0,,0.0319,,,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5996,9.9125,59.2913,-0.38331,12.368,11.689,-2.382,0.0560,-2.283,-0.0246,-0.041581,0.0000,0,0,,0.0278,,,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6494,10.2856,59.1379,-0.38505,12.110,11.488,-2.556,0.0584,-2.590,-0.0505,-0.044611,0.0000,0,0,,0.0364,,,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.6995,11.0062,58.8357,-0.39012,11.598,11.283,-3.449,0.0700,-3.467,-0.0588,-0.060196,0.0000,0,0,,0.0374,,,0.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.7506,11.3537,58.6857,-0.39388,11.359,11.075,-3.449,0.0704,-3.795,-0.1173,-0.060192,0.0000,0,0,,0.0389,,,0.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8007,11.6800,58.5421,-0.39861,11.144,10.866,-3.673,0.0691,-4.126,-0.1360,-0.064107,0.0000,0,0,,0.0358,,,0.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8517,12.0120,58.3916,-0.40524,10.938,10.653,-3.842,0.0646,-4.360,-0.1445,-0.067062,0.0000,0,0,,0.0372,,,0.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9017,12.3366,58.2408,-0.41342,10.744,10.435,-3.451,0.0567,-4.545,-0.2392,-0.060233,0.0000,0,0,,0.0339,,,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9502,12.9648,57.9372,-0.43363,10.383,10.213,-2.838,0.0466,-4.013,-0.2459,-0.049540,0.0000,0,0,,0.0294,,,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0009,13.2690,57.7832,-0.44545,10.233,9.986,-3.267,0.0732,-4.834,-0.3388,-0.057020,0.0000,0,0,,0.0382,,,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0507,13.5676,57.6281,-0.45796,10.098,9.754,-2.823,0.0443,-4.578,-0.3463,-0.049265,0.0000,0,0,,0.0365,,,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1017,13.8610,57.4727,-0.47047,9.964,9.754,-3.233,0.0240,-4.653,-0.2698,-0.056423,0.0000,0,0,,0.0359,,,0.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1504,14.1483,57.3152,-0.48316,9.834,9.515,-2.929,0.0080,-4.796,-0.3333,-0.051113,0.0000,0,0,,0.0307,,,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.2000,14.7049,56.9970,-0.50863,9.547,9.270,-2.610,-0.0058,-4.240,-0.2791,-0.045545,0.0000,0,0,,0.0325,,,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.2509,14.9738,56.8359,-0.52129,9.406,9.018,-3.146,-0.0250,-5.574,-0.3998,-0.054906,0.0000,0,0,,0.0373,,,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.3014,15.2247,56.6817,-0.53324,9.294,8.756,-3.762,-0.0390,-5.880,-0.3318,-0.065657,0.0000,0,0,,0.0363,,,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.3499,15.4834,56.5193,-0.54547,9.167,8.756,-4.329,-0.0521,-6.125,-0.2623,-0.075554,0.0000,0,0,,0.0354,,,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.4012,15.7365,56.3562,-0.55730,9.035,8.486,-4.266,-0.0671,-6.526,-0.3277,-0.074448,0.0000,0,0,,0.0356,,,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.4504,16.2226,56.0255,-0.58175,8.746,8.211,-4.163,-0.0772,-6.190,-0.2746,-0.072665,0.0000,0,0,,0.0314,,,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.5002,16.4545,55.8586,-0.59512,8.576,7.936,-4.872,0.0023,-7.095,-0.3905,-0.085024,0.0000,0,0,,0.0390,,,0.490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.5505,16.6802,55.6910,-0.60908,8.436,7.936,-5.339,-0.0555,-7.418,-0.3040,-0.093185,0.0000,0,0,,0.0332,,,0.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.6014,16.8989,55.5238,-0.62358,8.261,7.667,-5.030,-0.0795,-7.465,-0.3390,-0.087790,0.0000,0,0,,0.0360,,,0.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.6517,17.1103,55.3557,-0.63852,8.108,7.411,-5.526,-0.0946,-8.708,-0.4515,-0.096454,0.0000,0,0,,0.0380,,,0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.7016,17.3120,55.1899,-0.65408,7.895,7.411,-7.173,-0.0984,-9.844,-0.3555,-0.125194,0.0000,0,0,,0.0339,,,0.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.7504,17.6953,54.8581,-0.68627,7.510,7.178,-6.792,-0.0856,-9.766,-0.4185,-0.118542,0.0000,0,0,,0.0331,,,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.8004,17.8762,54.6920,-0.70282,7.374,6.975,-8.964,-0.0909,-12.579,-0.5223,-0.156445,0.0000,0,0,,0.0363,,,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.8509,18.0395,54.5334,-0.71990,7.192,6.975,-10.116,-0.0859,-12.982,-0.3955,-0.176555,0.0000,0,0,,0.0376,,,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.9019,18.2057,54.3661,-0.73862,7.080,6.807,-10.033,-0.0827,-13.289,-0.4658,-0.175114,0.0000,0,0,,0.0349,,,0.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.9529,18.3625,54.1973,-0.75920,6.919,6.807,-9.509,-0.0876,-13.677,-0.6167,-0.165967,0.0000,0,0,,0.0325,,,0.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0004,18.6545,53.8577,-0.80470,6.645,6.678,-8.656,-0.0966,-12.663,-0.5731,-0.151073,0.0000,0,0,,0.0292,,,0.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0501,18.7893,53.6867,-0.82953,6.539,6.588,-9.614,-0.1194,-14.619,-0.7151,-0.167798,0.0000,0,0,,0.0343,,,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.1003,18.9168,53.5155,-0.85527,6.415,6.588,-4.924,-0.1018,-8.976,-0.5700,-0.085935,0.0000,0,0,,0.0331,,,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.1516,19.0409,53.3441,-0.88136,6.360,6.535,-10.737,-0.1552,-15.439,-0.6099,-0.187389,0.0000,0,0,,0.0356,,,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.2011,19.1581,53.1707,-0.90796,6.289,6.535,-11.467,-0.2029,-17.790,-0.8252,-0.200141,0.0000,0,0,,0.0308,,,0.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.2503,19.2726,53.0049,-0.93224,6.196,6.514,-13.260,-0.1780,-17.703,-0.5281,-0.231436,0.0000,0,0,,0.0326,,,0.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.3004,19.4968,52.6589,-0.97860,6.196,6.514,-9.647,-0.1039,-14.918,-0.7757,-0.168375,0.0000,0,0,,0.0354,,,0.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.3504,19.5892,52.4980,-0.99824,6.058,6.521,-13.150,-0.0467,-16.108,-0.4502,-0.229511,0.0000,0,0,,0.0352,,,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4013,19.6832,52.3192,-1.02132,6.070,6.521,-8.982,0.0063,-12.104,-0.5538,-0.156768,0.0000,0,0,,0.0358,,,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.4502,19.7699,52.1416,-1.04247,5.939,6.548,-8.368,0.0271,-11.900,-0.6555,-0.146052,0.0000,0,0,,0.0344,,,0.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5015,19.8505,51.9663,-1.06601,5.854,6.548,-8.754,0.0336,-11.641,-0.5529,-0.152786,0.0000,0,0,,0.0388,,,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.5512,19.9249,51.7863,-1.08919,5.938,6.587,-6.659,0.0324,-11.327,-0.8615,-0.116223,0.0000,0,0,,0.0359,,,0.560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6001,20.0638,51.4400,-1.13593,5.830,6.587,-10.983,0.0086,-13.560,-0.4623,-0.191693,0.0000,0,0,,0.0344,,,0.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.6513,20.1307,51.2553,-1.16107,5.905,6.628,-7.161,0.0163,-10.474,-0.6018,-0.124992,0.0000,0,0,,0.0355,,,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7011,20.1950,51.0733,-1.18177,5.805,6.628,-6.659,0.0222,-10.317,-0.6709,-0.116226,0.0000,0,0,,0.0352,,,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7501,20.2508,50.9007,-1.20326,5.890,6.670,-7.724,0.0234,-10.190,-0.4643,-0.134812,0.0000,0,0,,0.0328,,,0.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.7999,20.3557,50.5230,-1.24687,5.963,6.710,-9.854,0.0022,-13.687,-0.6720,-0.171993,0.0000,0,0,,0.0351,,,0.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.8505,20.4045,50.3323,-1.26568,5.913,6.710,-8.993,0.0255,-11.132,-0.4102,-0.156949,0.0000,0,0,,0.0308,,,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9014,20.4500,50.1368,-1.28743,6.032,6.710,-8.092,0.0353,-11.147,-0.5834,-0.141236,0.0000,0,0,,0.0348,,,0.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.9513,20.4875,49.9419,-1.30702,5.967,6.750,-9.226,0.0187,-12.320,-0.5668,-0.161025,0.0000,0,0,,0.0338,,,0.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0015,20.5220,49.7406,-1.32940,6.136,6.750,-15.595,-0.0389,-18.582,-0.4668,-0.272191,0.0000,0,0,,0.0352,,,0.530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0505,20.5514,49.5375,-1.35021,6.166,6.794,-15.972,-0.0327,-19.373,-0.5480,-0.278758,0.0000,0,0,,0.0327,,,0.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1002,20.6007,49.1216,-1.39492,6.272,6.843,-13.883,0.0485,-16.216,-0.4739,-0.242301,0.0000,0,0,,0.0262,,,0.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.1512,20.6160,48.9101,-1.41963,6.372,6.843,-10.104,0.0836,-13.255,-0.6634,-0.176356,0.0000,0,0,,0.0384,,,0.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2009,20.6231,48.7007,-1.44384,6.297,6.898,-8.966,0.0939,-12.283,-0.7077,-0.156479,0.0000,0,0,,0.0296,,,0.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2520,20.6238,48.4883,-1.47134,6.387,6.898,-8.799,0.0865,-11.364,-0.5647,-0.153579,0.0000,0,0,,0.0379,,,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.2999,20.6155,48.0687,-1.52635,6.444,6.957,-6.905,0.0476,-11.591,-0.8819,-0.120513,0.0000,0,0,,0.0313,,,0.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.3510,20.6055,47.8653,-1.55146,6.378,7.022,-6.152,0.0432,-9.383,-0.6224,-0.107373,0.0000,0,0,,0.0342,,,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.4014,20.5909,47.6508,-1.57984,6.464,7.022,-3.565,0.0384,-8.682,-0.9444,-0.062223,0.0000,0,0,,0.0328,,,0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.4503,20.5553,47.2450,-1.62736,6.484,7.091,-5.803,0.0135,-9.822,-0.7196,-0.101278,0.0000,0,0,,0.0290,,,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.5010,20.5302,47.0330,-1.64830,6.416,7.091,-3.648,0.0225,-7.942,-0.7798,-0.063670,0.0000,0,0,,0.0351,,,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.5499,20.4770,46.6453,-1.68344,6.516,7.163,-7.312,0.0338,-10.061,-0.5248,-0.127617,0.0000,0,0,,0.0287,,,0.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.6002,20.4391,46.4279,-1.70316,6.628,7.236,-4.724,0.0559,-8.417,-0.7177,-0.082449,0.0000,0,0,,0.0331,,,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.6508,20.4080,46.2499,-1.71644,6.697,7.236,-6.053,0.0756,-8.999,-0.6124,-0.105648,0.0000,0,0,,0.0319,,,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7001,20.3181,45.8426,-1.74865,6.651,7.304,-8.663,0.0761,-10.943,-0.4974,-0.151196,0.0000,0,0,,0.0304,,,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.7508,20.2742,45.6531,-1.76372,6.750,7.364,-7.294,0.1016,-9.810,-0.5701,-0.127308,0.0000,0,0,,0.0331,,,0.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8005,20.1670,45.2555,-1.79416,6.830,7.364,-9.986,0.1128,-12.036,-0.5019,-0.174281,0.0000,0,0,,0.0301,,,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.8506,20.1086,45.0645,-1.80899,6.781,7.412,-9.449,0.1338,-10.650,-0.3815,-0.164923,0.0000,0,0,,0.0307,,,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.9013,20.0377,44.8467,-1.82871,6.881,7.412,-8.269,0.1431,-10.611,-0.5903,-0.144318,0.0000,0,0,,0.0331,,,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.9502,19.8921,44.4546,-1.86617,6.873,7.447,-10.964,0.1360,-12.563,-0.4518,-0.191360,0.0000,0,0,,0.0302,,,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0010,19.8048,44.2440,-1.88809,6.851,7.466,-7.943,0.1440,-10.988,-0.7147,-0.138639,0.0000,0,0,,0.0354,,,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0503,19.6354,43.8624,-1.93162,6.871,7.471,-10.447,0.1312,-12.718,-0.5631,-0.182328,0.0000,0,0,,0.0258,,,0.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1002,19.5319,43.6553,-1.95771,6.958,7.471,-7.076,0.1328,-10.876,-0.8302,-0.123497,0.0000,0,0,,0.0292,,,0.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.1497,19.3363,43.2805,-2.00429,7.012,7.464,-9.737,0.1185,-12.323,-0.5993,-0.169935,0.0000,0,0,,0.0273,,,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.2011,19.2200,43.0806,-2.02885,6.950,7.448,-7.300,0.1425,-10.987,-0.8227,-0.127410,0.0000,0,0,,0.0334,,,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
